Time,Step,Train loss,Validation loss,Validation dice,Learning Rate
2024-07-28 05:08:01.839027,Step[1],0.969843,0.943701,0.056299,5.23e-05
2024-07-28 05:08:46.865297,Step[2],0.926992,0.868099,0.131901,5.23e-05
2024-07-28 05:09:31.464663,Step[3],0.856130,0.828522,0.171478,5.23e-05
2024-07-28 05:10:16.507355,Step[4],0.818016,0.815257,0.184743,5.23e-05
2024-07-28 05:11:01.235664,Step[5],0.804066,0.801273,0.198727,5.23e-05
2024-07-28 05:11:45.774306,Step[6],0.791088,0.800946,0.199054,5.23e-05
2024-07-28 05:12:30.813920,Step[7],0.773743,0.787908,0.212092,5.23e-05
2024-07-28 05:13:15.315867,Step[8],0.771077,0.784237,0.215763,5.23e-05
2024-07-28 05:13:59.972220,Step[9],0.769570,0.785303,0.214697,5.23e-05
2024-07-28 05:14:44.791028,Step[10],0.758918,0.784583,0.215417,5.23e-05
2024-07-28 05:15:29.119906,Step[11],0.756293,0.776345,0.223655,5.23e-05
2024-07-28 05:16:14.114740,Step[12],0.741896,0.776784,0.223216,5.23e-05
2024-07-28 05:16:58.637619,Step[13],0.738707,0.769973,0.230027,5.23e-05
2024-07-28 05:17:43.111561,Step[14],0.736664,0.773935,0.226065,5.23e-05
2024-07-28 05:18:28.287770,Step[15],0.736442,0.767872,0.232128,5.23e-05
2024-07-28 05:19:12.815711,Step[16],0.727021,0.758891,0.241109,5.23e-05
2024-07-28 05:19:57.394292,Step[17],0.721713,0.765135,0.234865,5.23e-05
2024-07-28 05:20:42.396368,Step[18],0.714282,0.768475,0.231525,5.23e-05
2024-07-28 05:21:26.698937,Step[19],0.714824,0.759315,0.240685,5.23e-05
2024-07-28 05:22:11.353449,Step[20],0.710641,0.781008,0.218992,5.23e-05
2024-07-28 05:22:56.076524,Step[21],0.709085,0.752909,0.247091,4.707e-05
2024-07-28 05:23:40.599837,Step[22],0.700713,0.748159,0.251841,4.707e-05
2024-07-28 05:24:25.462095,Step[23],0.706533,0.744441,0.255559,4.707e-05
2024-07-28 05:25:10.003212,Step[24],0.700830,0.760504,0.239496,4.707e-05
2024-07-28 05:25:54.313798,Step[25],0.700737,0.741630,0.258370,4.707e-05
2024-07-28 05:26:39.466446,Step[26],0.698709,0.737288,0.262712,4.707e-05
2024-07-28 05:27:24.051628,Step[27],0.692410,0.757613,0.242387,4.707e-05
2024-07-28 05:28:08.430662,Step[28],0.687702,0.732187,0.267813,4.707e-05
2024-07-28 05:28:53.194944,Step[29],0.682592,0.741778,0.258222,4.707e-05
2024-07-28 05:29:37.518509,Step[30],0.675531,0.732118,0.267882,4.707e-05
2024-07-28 05:30:22.608533,Step[31],0.687817,0.757491,0.242509,4.707e-05
2024-07-28 05:31:06.917054,Step[32],0.674062,0.723155,0.276845,4.707e-05
2024-07-28 05:31:51.431464,Step[33],0.673307,0.721564,0.278436,4.707e-05
2024-07-28 05:32:36.325709,Step[34],0.665795,0.726518,0.273482,4.707e-05
2024-07-28 05:33:20.653312,Step[35],0.668382,0.728859,0.271141,4.707e-05
2024-07-28 05:34:05.191520,Step[36],0.662465,0.724794,0.275206,4.707e-05
2024-07-28 05:34:50.036830,Step[37],0.662176,0.744710,0.255290,4.707e-05
2024-07-28 05:35:34.370757,Step[38],0.690234,0.740681,0.259319,4.2363e-05
2024-07-28 05:36:19.085034,Step[39],0.671148,0.729563,0.270437,4.2363e-05
2024-07-28 05:37:03.581710,Step[40],0.656757,0.725572,0.274428,4.2363e-05
2024-07-28 05:37:47.875963,Step[41],0.655343,0.721436,0.278564,4.2363e-05
2024-07-28 05:38:33.139392,Step[42],0.649371,0.727994,0.272006,4.2363e-05
2024-07-28 05:39:17.479749,Step[43],0.647364,0.731848,0.268152,4.2363e-05
2024-07-28 05:40:01.916955,Step[44],0.648792,0.723186,0.276814,4.2363e-05
