Time,Step,Train loss,Validation loss,Validation dice,Learning Rate
2024-07-29 07:41:59.427710,Step[1],0.962702,0.933621,0.066379,5.23e-05
2024-07-29 07:42:49.500243,Step[2],0.924006,0.878973,0.121027,5.23e-05
2024-07-29 07:43:33.259522,Step[3],0.881360,0.835708,0.164292,5.23e-05
2024-07-29 07:44:17.150857,Step[4],0.855792,0.821231,0.178769,5.23e-05
2024-07-29 07:45:01.436978,Step[5],0.838865,0.801570,0.198430,5.23e-05
2024-07-29 07:45:45.886620,Step[6],0.825032,0.787465,0.212535,5.23e-05
2024-07-29 07:46:30.630472,Step[7],0.816891,0.785868,0.214132,5.23e-05
2024-07-29 07:47:15.706199,Step[8],0.808067,0.781761,0.218239,5.23e-05
2024-07-29 07:48:00.667774,Step[9],0.800621,0.768212,0.231788,5.23e-05
2024-07-29 07:48:45.867854,Step[10],0.791951,0.771563,0.228437,5.23e-05
2024-07-29 07:49:31.025328,Step[11],0.793962,0.756545,0.243455,5.23e-05
2024-07-29 07:50:16.384593,Step[12],0.780064,0.752006,0.247994,5.23e-05
2024-07-29 07:51:01.774343,Step[13],0.775552,0.753699,0.246301,5.23e-05
2024-07-29 07:51:47.015618,Step[14],0.765709,0.747213,0.252787,5.23e-05
2024-07-29 07:52:32.467380,Step[15],0.763357,0.733534,0.266466,5.23e-05
2024-07-29 07:53:18.088781,Step[16],0.760558,0.741368,0.258632,5.23e-05
2024-07-29 07:54:03.475695,Step[17],0.755386,0.748425,0.251575,5.23e-05
2024-07-29 07:54:48.887607,Step[18],0.747670,0.731008,0.268992,5.23e-05
2024-07-29 07:55:34.571560,Step[19],0.746804,0.734643,0.265357,5.23e-05
2024-07-29 07:56:19.939183,Step[20],0.744913,0.750334,0.249666,5.23e-05
2024-07-29 07:57:05.436714,Step[21],0.741292,0.725043,0.274957,5.23e-05
2024-07-29 07:57:50.975400,Step[22],0.733698,0.715739,0.284261,5.23e-05
2024-07-29 07:58:36.564795,Step[23],0.733486,0.716446,0.283554,5.23e-05
2024-07-29 07:59:22.167785,Step[24],0.735718,0.711706,0.288294,5.23e-05
2024-07-29 08:00:07.873209,Step[25],0.727473,0.710581,0.289419,5.23e-05
2024-07-29 08:00:53.575828,Step[26],0.725957,0.718864,0.281136,5.23e-05
2024-07-29 08:01:39.031179,Step[27],0.723288,0.714845,0.285155,5.23e-05
2024-07-29 08:02:24.495600,Step[28],0.717209,0.702271,0.297729,5.23e-05
2024-07-29 08:03:10.211138,Step[29],0.714182,0.722860,0.277140,5.23e-05
2024-07-29 08:03:55.609737,Step[30],0.715147,0.694983,0.305017,5.23e-05
2024-07-29 08:04:41.138846,Step[31],0.712156,0.697339,0.302661,5.23e-05
2024-07-29 08:05:26.742900,Step[32],0.705208,0.693140,0.306860,5.23e-05
2024-07-29 08:06:12.329978,Step[33],0.696119,0.691781,0.308219,5.23e-05
2024-07-29 08:06:57.997716,Step[34],0.703079,0.695222,0.304778,5.23e-05
2024-07-29 08:07:43.444349,Step[35],0.707499,0.689394,0.310606,5.23e-05
2024-07-29 08:08:29.115453,Step[36],0.699999,0.685812,0.314188,5.23e-05
2024-07-29 08:09:14.721980,Step[37],0.690079,0.685308,0.314692,5.23e-05
2024-07-29 08:10:00.361996,Step[38],0.688531,0.685781,0.314219,5.23e-05
2024-07-29 08:10:45.899212,Step[39],0.691842,0.690198,0.309802,5.23e-05
2024-07-29 08:11:31.509324,Step[40],0.683893,0.688358,0.311642,5.23e-05
2024-07-29 08:12:17.051558,Step[41],0.684726,0.690610,0.309390,5.23e-05
2024-07-29 08:13:02.739375,Step[42],0.684535,0.688109,0.311891,4.707e-05
2024-07-29 08:13:48.261988,Step[43],0.684719,0.687645,0.312355,4.707e-05
2024-07-29 08:14:33.846928,Step[44],0.678370,0.678552,0.321448,4.707e-05
2024-07-29 08:15:19.773625,Step[45],0.682843,0.685421,0.314579,4.707e-05
2024-07-29 08:16:05.297111,Step[46],0.677886,0.676231,0.323769,4.707e-05
2024-07-29 08:16:51.089047,Step[47],0.683729,0.682681,0.317319,4.707e-05
2024-07-29 08:17:36.667473,Step[48],0.681204,0.687344,0.312656,4.707e-05
2024-07-29 08:18:22.114816,Step[49],0.670930,0.675631,0.324369,4.707e-05
2024-07-29 08:19:08.094734,Step[50],0.678310,0.683569,0.316431,4.707e-05
2024-07-29 08:19:53.581894,Step[51],0.668209,0.695332,0.304668,4.707e-05
2024-07-29 08:20:39.220153,Step[52],0.674142,0.667438,0.332562,4.707e-05
2024-07-29 08:21:25.071497,Step[53],0.663417,0.673963,0.326037,4.707e-05
2024-07-29 08:22:10.483505,Step[54],0.663945,0.670016,0.329984,4.707e-05
2024-07-29 08:22:56.116498,Step[55],0.663172,0.661605,0.338395,4.707e-05
2024-07-29 08:23:41.778946,Step[56],0.663726,0.670096,0.329904,4.707e-05
2024-07-29 08:24:27.357220,Step[57],0.662651,0.667537,0.332463,4.707e-05
2024-07-29 08:25:13.096009,Step[58],0.655195,0.662840,0.337160,4.707e-05
2024-07-29 08:25:58.730832,Step[59],0.667395,0.685963,0.314037,4.707e-05
2024-07-29 08:26:47.861572,Step[60],0.670726,0.672134,0.327866,4.2363e-05
2024-07-29 08:27:33.237093,Step[61],0.659746,0.659734,0.340266,4.2363e-05
2024-07-29 08:28:18.974784,Step[62],0.646384,0.662149,0.337851,4.2363e-05
2024-07-29 08:29:04.758180,Step[63],0.637749,0.654594,0.345406,4.2363e-05
2024-07-29 08:29:50.500293,Step[64],0.633096,0.655263,0.344737,4.2363e-05
2024-07-29 08:30:36.206373,Step[65],0.639069,0.656030,0.343970,4.2363e-05
2024-07-29 08:31:21.802527,Step[66],0.663817,0.670236,0.329764,4.2363e-05
2024-07-29 08:32:07.358610,Step[67],0.632999,0.649812,0.350188,4.2363e-05
2024-07-29 08:32:53.201946,Step[68],0.630294,0.654269,0.345731,4.2363e-05
2024-07-29 08:33:38.827762,Step[69],0.620399,0.642101,0.357899,4.2363e-05
2024-07-29 08:34:24.565832,Step[70],0.621539,0.620921,0.379079,4.2363e-05
2024-07-29 08:35:10.470490,Step[71],0.610481,0.639782,0.360218,4.2363e-05
2024-07-29 08:35:56.062763,Step[72],0.609136,0.607391,0.392609,4.2363e-05
2024-07-29 08:36:41.869699,Step[73],0.595552,0.595188,0.404812,4.2363e-05
2024-07-29 08:37:27.914164,Step[74],0.582307,0.594541,0.405459,4.2363e-05
2024-07-29 08:38:13.658280,Step[75],0.581810,0.605296,0.394704,4.2363e-05
2024-07-29 08:38:59.373878,Step[76],0.565913,0.580522,0.419478,4.2363e-05
2024-07-29 08:39:45.213890,Step[77],0.559719,0.585000,0.415000,4.2363e-05
2024-07-29 08:40:30.808717,Step[78],0.508852,0.546324,0.453676,4.2363e-05
2024-07-29 08:41:16.637961,Step[79],0.519143,0.543549,0.456451,4.2363e-05
2024-07-29 08:42:02.338913,Step[80],0.512850,0.544458,0.455542,4.2363e-05
2024-07-29 08:42:48.003446,Step[81],0.502730,0.490082,0.509918,4.2363e-05
2024-07-29 08:43:33.736662,Step[82],0.472483,0.489053,0.510947,4.2363e-05
2024-07-29 08:44:19.588685,Step[83],0.445673,0.505880,0.494120,4.2363e-05
2024-07-29 08:45:05.176739,Step[84],0.499192,0.549151,0.450849,4.2363e-05
2024-07-29 08:45:50.863162,Step[85],0.495871,0.544939,0.455061,4.2363e-05
2024-07-29 08:46:36.378110,Step[86],0.464793,0.479820,0.520180,4.2363e-05
2024-07-29 08:47:22.309002,Step[87],0.452039,0.543867,0.456133,4.2363e-05
2024-07-29 08:48:07.913662,Step[88],0.439251,0.526529,0.473471,4.2363e-05
2024-07-29 08:48:53.697391,Step[89],0.447537,0.515649,0.484351,4.2363e-05
2024-07-29 08:49:39.380935,Step[90],0.414202,0.537482,0.462518,4.2363e-05
2024-07-29 08:50:25.023596,Step[91],0.462407,0.498914,0.501086,3.81267e-05
2024-07-29 08:51:10.821103,Step[92],0.415138,0.460423,0.539577,3.81267e-05
2024-07-29 08:51:56.680320,Step[93],0.434445,0.515459,0.484541,3.81267e-05
2024-07-29 08:52:42.411212,Step[94],0.437203,0.495579,0.504421,3.81267e-05
