Time,Step,Train loss,Validation loss,Validation dice,Learning Rate
2024-07-26 20:17:48.415111,Step[1],0.953893,0.936292,0.063708,5.23e-05
2024-07-26 20:18:37.273397,Step[2],0.902792,0.884350,0.115650,5.23e-05
2024-07-26 20:19:26.009042,Step[3],0.846204,0.845040,0.154960,5.23e-05
2024-07-26 20:20:14.785413,Step[4],0.819110,0.836014,0.163986,5.23e-05
2024-07-26 20:21:03.633716,Step[5],0.798037,0.823859,0.176141,5.23e-05
2024-07-26 20:21:52.399328,Step[6],0.787416,0.813057,0.186943,5.23e-05
2024-07-26 20:22:41.243066,Step[7],0.777474,0.814727,0.185273,5.23e-05
2024-07-26 20:23:29.758677,Step[8],0.770122,0.796626,0.203374,5.23e-05
2024-07-26 20:24:18.663914,Step[9],0.760793,0.792151,0.207849,5.23e-05
2024-07-26 20:25:07.368443,Step[10],0.752320,0.783638,0.216362,5.23e-05
2024-07-26 20:25:56.133445,Step[11],0.745183,0.794818,0.205182,5.23e-05
2024-07-26 20:26:44.692936,Step[12],0.741458,0.773989,0.226011,5.23e-05
2024-07-26 20:27:33.540198,Step[13],0.740247,0.772873,0.227127,5.23e-05
2024-07-26 20:28:22.399721,Step[14],0.728530,0.777646,0.222354,5.23e-05
2024-07-26 20:29:10.899667,Step[15],0.729350,0.771739,0.228261,5.23e-05
2024-07-26 20:29:59.727262,Step[16],0.719457,0.761925,0.238075,5.23e-05
2024-07-26 20:30:48.524949,Step[17],0.718023,0.764379,0.235621,5.23e-05
2024-07-26 20:31:37.139900,Step[18],0.709855,0.749961,0.250039,5.23e-05
2024-07-26 20:32:26.041528,Step[19],0.701652,0.741195,0.258805,5.23e-05
2024-07-26 20:33:14.822511,Step[20],0.698296,0.744697,0.255303,5.23e-05
2024-07-26 20:34:03.354884,Step[21],0.691907,0.737074,0.262926,5.23e-05
2024-07-26 20:34:52.149085,Step[22],0.695837,0.750606,0.249394,5.23e-05
2024-07-26 20:35:40.668558,Step[23],0.689223,0.738909,0.261091,5.23e-05
2024-07-26 20:36:29.223364,Step[24],0.690476,0.735019,0.264981,5.23e-05
2024-07-26 20:37:17.931006,Step[25],0.684580,0.735810,0.264190,5.23e-05
2024-07-26 20:38:06.598765,Step[26],0.673914,0.750399,0.249601,5.23e-05
2024-07-26 20:38:55.136302,Step[27],0.669563,0.720305,0.279695,5.23e-05
2024-07-26 20:39:43.882439,Step[28],0.673283,0.726897,0.273103,5.23e-05
2024-07-26 20:40:32.520738,Step[29],0.674792,0.721154,0.278846,5.23e-05
2024-07-26 20:41:21.052533,Step[30],0.662166,0.727056,0.272944,5.23e-05
2024-07-26 20:42:09.583793,Step[31],0.668834,0.714575,0.285425,5.23e-05
2024-07-26 20:42:58.367625,Step[32],0.657578,0.715749,0.284251,5.23e-05
2024-07-26 20:43:46.899242,Step[33],0.661009,0.716918,0.283082,5.23e-05
2024-07-26 20:44:35.442826,Step[34],0.652332,0.707467,0.292533,5.23e-05
2024-07-26 20:45:24.040050,Step[35],0.651576,0.715250,0.284750,5.23e-05
2024-07-26 20:46:12.679436,Step[36],0.652232,0.712069,0.287931,5.23e-05
2024-07-26 20:47:01.183499,Step[37],0.650953,0.705894,0.294106,5.23e-05
2024-07-26 20:47:49.961729,Step[38],0.647472,0.714739,0.285261,5.23e-05
2024-07-26 20:48:38.572379,Step[39],0.638805,0.704970,0.295030,5.23e-05
2024-07-26 20:49:27.288532,Step[40],0.638896,0.709866,0.290134,5.23e-05
2024-07-26 20:50:15.896030,Step[41],0.637182,0.713182,0.286818,5.23e-05
2024-07-26 20:51:05.670622,Step[42],0.639581,0.700588,0.299412,5.23e-05
2024-07-26 20:51:54.368201,Step[43],0.635346,0.713243,0.286757,5.23e-05
2024-07-26 20:52:42.979641,Step[44],0.637222,0.702504,0.297496,5.23e-05
2024-07-26 20:53:31.488970,Step[45],0.628591,0.708240,0.291760,5.23e-05
2024-07-26 20:54:20.089887,Step[46],0.634099,0.707003,0.292997,5.23e-05
2024-07-26 20:55:08.613042,Step[47],0.631105,0.701426,0.298574,4.707e-05
2024-07-26 20:55:57.187594,Step[48],0.620647,0.689355,0.310645,4.707e-05
2024-07-26 20:56:45.899168,Step[49],0.624599,0.704681,0.295319,4.707e-05
2024-07-26 20:57:34.442209,Step[50],0.623029,0.696780,0.303220,4.707e-05
2024-07-26 20:58:23.095859,Step[51],0.625259,0.691598,0.308402,4.707e-05
2024-07-26 20:59:11.591057,Step[52],0.619624,0.693216,0.306784,4.707e-05
2024-07-26 21:00:00.167451,Step[53],0.615715,0.696484,0.303516,4.2363e-05
2024-07-26 21:00:48.706710,Step[54],0.612397,0.699468,0.300532,4.2363e-05
2024-07-26 21:01:37.250070,Step[55],0.613089,0.690623,0.309377,4.2363e-05
2024-07-26 21:02:25.925937,Step[56],0.609278,0.699409,0.300591,4.2363e-05
2024-07-26 21:03:14.431482,Step[57],0.609591,0.694697,0.305303,3.81267e-05
2024-07-26 21:04:02.982828,Step[58],0.606278,0.688753,0.311247,3.81267e-05
2024-07-26 21:04:51.743794,Step[59],0.605397,0.683701,0.316299,3.81267e-05
2024-07-26 21:05:40.444909,Step[60],0.599040,0.689577,0.310423,3.81267e-05
2024-07-26 21:06:29.044467,Step[61],0.611053,0.681652,0.318348,3.81267e-05
2024-07-26 21:07:17.743312,Step[62],0.622048,0.714218,0.285782,3.81267e-05
2024-07-26 21:08:06.348428,Step[63],0.613881,0.702008,0.297992,3.81267e-05
2024-07-26 21:08:54.888701,Step[64],0.606611,0.669612,0.330388,3.81267e-05
2024-07-26 21:09:43.618576,Step[65],0.587797,0.669308,0.330692,3.81267e-05
2024-07-26 21:10:32.447477,Step[66],0.609983,0.674712,0.325288,3.81267e-05
2024-07-26 21:11:21.029570,Step[67],0.609279,0.722377,0.277623,3.81267e-05
2024-07-26 21:12:09.572414,Step[68],0.633942,0.655785,0.344215,3.81267e-05
2024-07-26 21:12:58.367932,Step[69],0.582060,0.629801,0.370199,3.81267e-05
2024-07-26 21:13:47.069794,Step[70],0.549224,0.613921,0.386079,3.81267e-05
2024-07-26 21:14:35.930531,Step[71],0.539414,0.626705,0.373295,3.81267e-05
2024-07-26 21:15:24.488226,Step[72],0.533409,0.615406,0.384594,3.81267e-05
2024-07-26 21:16:13.073980,Step[73],0.546061,0.591086,0.408914,3.81267e-05
2024-07-26 21:17:01.866918,Step[74],0.522059,0.575359,0.424641,3.81267e-05
2024-07-26 21:17:50.618652,Step[75],0.513962,0.576679,0.423321,3.81267e-05
2024-07-26 21:18:39.234156,Step[76],0.526126,0.575255,0.424745,3.81267e-05
2024-07-26 21:19:27.993807,Step[77],0.527641,0.572678,0.427322,3.81267e-05
2024-07-26 21:20:16.867861,Step[78],0.490043,0.621177,0.378823,3.81267e-05
2024-07-26 21:21:05.345489,Step[79],0.610465,0.582043,0.417957,3.81267e-05
2024-07-26 21:21:53.837494,Step[80],0.563642,0.575039,0.424961,3.81267e-05
2024-07-26 21:22:42.505230,Step[81],0.509752,0.551576,0.448424,3.81267e-05
2024-07-26 21:23:31.196431,Step[82],0.521578,0.555671,0.444329,3.81267e-05
2024-07-26 21:24:19.725374,Step[83],0.533287,0.556312,0.443688,3.81267e-05
2024-07-26 21:25:08.253921,Step[84],0.480295,0.542569,0.457431,3.81267e-05
2024-07-26 21:25:56.993030,Step[85],0.488001,0.522776,0.477224,3.81267e-05
2024-07-26 21:26:45.697133,Step[86],0.470457,0.518539,0.481461,3.81267e-05
2024-07-26 21:27:34.431663,Step[87],0.475715,0.498603,0.501397,3.81267e-05
2024-07-26 21:28:23.258298,Step[88],0.428940,0.477671,0.522329,3.81267e-05
2024-07-26 21:29:12.024458,Step[89],0.424665,0.479384,0.520616,3.81267e-05
2024-07-26 21:30:00.575031,Step[90],0.430770,0.550517,0.449483,3.81267e-05
2024-07-26 21:30:49.145665,Step[91],0.483329,0.521415,0.478585,3.81267e-05
2024-07-26 21:31:37.704788,Step[92],0.489565,0.460359,0.539641,3.81267e-05
2024-07-26 21:32:26.540175,Step[93],0.429425,0.455261,0.544739,3.81267e-05
2024-07-26 21:33:15.273025,Step[94],0.436231,0.524276,0.475724,3.81267e-05
2024-07-26 21:34:03.858736,Step[95],0.464382,0.510865,0.489135,3.81267e-05
2024-07-26 21:34:52.425059,Step[96],0.466898,0.486175,0.513825,3.81267e-05
2024-07-26 21:35:40.964004,Step[97],0.465386,0.516539,0.483461,3.81267e-05
2024-07-26 21:36:29.529643,Step[98],0.455358,0.487176,0.512824,3.4314030000000006e-05
2024-07-26 21:37:17.958812,Step[99],0.456396,0.515646,0.484354,3.4314030000000006e-05
2024-07-26 21:38:06.575354,Step[100],0.503289,0.533950,0.466050,3.4314030000000006e-05
2024-07-26 21:38:55.146399,Step[101],0.467383,0.504785,0.495215,3.4314030000000006e-05
2024-07-26 21:39:43.653627,Step[102],0.423799,0.505663,0.494337,3.088262700000001e-05
2024-07-26 21:40:32.243587,Step[103],0.434940,0.481945,0.518055,3.088262700000001e-05
2024-07-26 21:41:20.768770,Step[104],0.453933,0.481223,0.518777,3.088262700000001e-05
2024-07-26 21:42:09.405539,Step[105],0.478151,0.481146,0.518854,3.088262700000001e-05
2024-07-26 21:42:57.984472,Step[106],0.441712,0.465218,0.534782,2.779436430000001e-05
2024-07-26 21:43:46.552107,Step[107],0.416716,0.451588,0.548412,2.779436430000001e-05
2024-07-26 21:44:35.336332,Step[108],0.438533,0.446617,0.553383,2.779436430000001e-05
2024-07-26 21:45:24.086475,Step[109],0.389436,0.438064,0.561936,2.779436430000001e-05
2024-07-26 21:46:12.852534,Step[110],0.409499,0.451010,0.548990,2.779436430000001e-05
2024-07-26 21:47:01.453338,Step[111],0.391941,0.449156,0.550844,2.779436430000001e-05
2024-07-26 21:47:50.025257,Step[112],0.380152,0.419926,0.580074,2.779436430000001e-05
2024-07-26 21:48:38.882092,Step[113],0.371081,0.435988,0.564012,2.779436430000001e-05
2024-07-26 21:49:27.418356,Step[114],0.362341,0.442400,0.557600,2.779436430000001e-05
2024-07-26 21:50:16.044165,Step[115],0.374214,0.427708,0.572292,2.779436430000001e-05
2024-07-26 21:51:04.625052,Step[116],0.379446,0.487231,0.512769,2.779436430000001e-05
2024-07-26 21:51:53.163553,Step[117],0.423913,0.442143,0.557857,2.501492787000001e-05
2024-07-26 21:52:41.773095,Step[118],0.387734,0.438494,0.561506,2.501492787000001e-05
2024-07-26 21:53:30.241029,Step[119],0.367042,0.433268,0.566732,2.501492787000001e-05
2024-07-26 21:54:18.834150,Step[120],0.376154,0.443768,0.556232,2.501492787000001e-05
2024-07-26 21:55:07.378302,Step[121],0.383953,0.441482,0.558518,2.251343508300001e-05
2024-07-26 21:55:55.890415,Step[122],0.362914,0.424108,0.575892,2.251343508300001e-05
2024-07-26 21:56:44.524388,Step[123],0.363603,0.428508,0.571492,2.251343508300001e-05
2024-07-26 21:57:32.991280,Step[124],0.352945,0.420153,0.579847,2.251343508300001e-05
2024-07-26 21:58:21.640432,Step[125],0.363493,0.428961,0.571039,2.026209157470001e-05
2024-07-26 21:59:10.181141,Step[126],0.360972,0.416778,0.583222,2.026209157470001e-05
2024-07-26 21:59:58.960899,Step[127],0.349117,0.409372,0.590628,2.026209157470001e-05
2024-07-26 22:00:47.774665,Step[128],0.358955,0.424732,0.575268,2.026209157470001e-05
2024-07-26 22:01:36.299725,Step[129],0.383089,0.422730,0.577270,2.026209157470001e-05
2024-07-26 22:02:24.917983,Step[130],0.374169,0.426538,0.573462,2.026209157470001e-05
2024-07-26 22:03:13.476053,Step[131],0.377501,0.434824,0.565176,2.026209157470001e-05
2024-07-26 22:04:02.059186,Step[132],0.375607,0.432216,0.567784,1.823588241723001e-05
2024-07-26 22:04:50.608498,Step[133],0.358295,0.412300,0.587700,1.823588241723001e-05
